Skill,Date of Birth,Peak Activity Date,Avg Views,Avg Score,Avg Answers,Total Posts,Immunity Score
beanstalkd,2009-02-25 03:12:49.273,2009-02,3854.0,3.0,4.0,1,Low
stable-sort,2009-02-25 04:06:30.983,2009-02,7997.0,25.0,3.0,1,Low
java-stored-procedures,2009-02-27 23:03:28.817,2009-02,6066.0,0.5,3.5,2,Low
iec61131-3,2009-03-07 20:03:34.953,2009-03,2034.0,2.0,2.0,1,Low
keynotfoundexception,2009-03-03 14:41:38.177,2009-03,54073.5,43.0,6.5,2,Low
transparent-control,2009-02-26 21:33:19.103,2009-02,34440.0,20.0,7.0,1,Low
multitrigger,2009-02-27 15:31:06.767,2009-02,1118.0,0.0,1.0,2,Low
website-hosting,2009-02-27 15:31:22.177,2009-02,3109.0,0.0,1.0,1,Low
vcbuild,2009-02-26 07:59:51.553,2009-02,6701.0,9.5,2.0,2,Low
send-port,2009-03-03 22:45:19.403,2009-03,6364.0,2.0,2.0,1,Low
playing,2009-03-03 07:09:26.877,2009-03,158.0,0.0,2.0,1,Low
landscape-portrait,2009-02-25 05:10:28.070,2009-02,60367.0,20.0,6.0,1,Low
subcontroller,2009-03-13 05:46:34.077,2009-03,1852.0,9.0,4.0,1,Low
isinteger,2009-03-12 12:21:38.610,2009-03,401.0,1.0,6.0,1,Low
array-initialize,2009-03-09 10:20:43.527,2009-03,15960.0,4.0,4.0,1,Low
managed-directx,2009-02-18 06:43:16.997,2009-02,916.33,1.33,1.33,3,Low
geodjango,2009-02-25 05:27:21.383,2009-02,17233.5,15.0,2.5,2,Low
chaining,2009-03-02 20:27:47.823,2009-07,8445.0,10.5,3.25,8,Low
memory-mapped-files,2009-03-13 05:57:13.287,2009-03,2779.0,4.75,2.5,4,Low
data-importer,2009-03-13 12:48:00.537,2009-03,3620.67,6.0,1.33,3,Low
textview,2009-02-18 14:33:45.417,2009-02,36493.33,42.33,4.33,3,Low
nameservers,2009-03-11 19:53:17.847,2009-03,4813.5,4.0,2.0,2,Low
ext2,2009-03-11 19:59:04.993,2009-03,753.0,4.0,3.0,1,Low
newsgroup,2009-02-25 06:31:02.027,2009-02,81.0,0.0,1.0,1,Low
contracts,2009-01-29 17:45:51.490,2009-01,637.67,1.67,2.33,3,Low
trackbar,2009-03-09 10:30:28.700,2009-03,10714.5,5.0,3.5,2,Low
release-notes,2009-03-12 12:35:06.737,2009-03,44785.0,42.0,7.0,1,Low
activex-exe,2009-02-25 06:52:44.423,2009-02,2151.5,2.0,1.5,2,Low
system-profiler,2009-02-25 07:02:59.390,2009-02,5751.5,4.0,1.0,2,Low
x87,2009-03-04 21:25:45.187,2009-03,9574.0,18.0,5.0,1,Low
extended-precision,2009-03-04 21:25:45.187,2009-03,9574.0,18.0,5.0,1,Low
specification-pattern,2009-02-20 00:34:26.133,2009-02,1340.0,3.0,2.0,1,Low
weblogic-integration,2009-02-20 17:12:03.430,2009-02,1197.0,0.0,1.0,1,Low
file-manager,2009-02-18 06:54:23.897,2009-02,5568.0,7.0,3.0,2,Low
x509certificate2,2009-02-17 19:39:48.993,2009-07,17353.67,11.17,1.83,6,Low
publish-subscribe,2009-02-18 07:01:33.677,2009-08,1561.25,2.25,2.5,4,Low
django-custom-tags,2009-02-27 10:39:06.547,2009-02,519.5,-2.5,1.5,2,Low
mysql-error-1193,2009-02-23 16:03:25.927,2009-02,4570.0,0.0,3.0,1,Low
word-list,2009-02-27 10:45:47.247,2009-02,68436.0,31.0,7.5,2,Low
formbuilder,2009-02-27 16:31:11.597,2009-02,10283.5,4.5,2.0,2,Low
scanning,2009-03-12 12:37:05.450,2009-03,2297.0,0.0,2.67,3,Low
microkernel,2009-02-27 10:53:07.697,2009-02,719.0,1.0,0.0,1,Low
accounts,2009-02-28 00:00:15.497,2009-02,1059.0,4.0,2.0,1,Low
screen-capture,2009-03-11 11:37:45.167,2009-04,1601.2,1.2,3.8,5,Low
performance-monitor,2009-02-25 08:24:53.873,2009-02,1317.5,1.0,3.5,2,Low
supercomputers,2009-02-27 16:51:22.097,2009-02,611.0,3.0,4.0,1,Low
ab-initio,2009-02-27 16:56:27.107,2009-02,1185.5,2.5,1.0,2,Low
dayofweek,2009-03-03 15:10:45.830,2009-04,6490.5,4.0,4.33,6,Low
row,2009-02-26 22:17:43.503,2009-06,61579.44,35.94,3.12,16,Low
listctrl,2009-02-26 22:17:43.503,2009-02,4388.0,2.5,3.0,2,Low
google-website-optimizer,2009-03-12 12:56:02.630,2009-03,4824.0,5.0,1.0,1,Low
printstacktrace,2009-02-10 09:45:34.933,2009-02,252626.0,446.0,7.0,1,Low
userform,2009-02-19 04:39:39.157,2009-07,32660.5,6.25,2.25,4,Low
sqlcachedependency,2009-03-03 07:53:31.700,2009-03,398.0,0.0,3.0,1,Low
textmatebundles,2009-02-16 02:45:35.540,2009-03,2248.0,4.8,1.8,5,Low
double-submit-prevention,2009-02-10 10:13:12.587,2009-03,21045.0,8.25,4.5,4,Low
wcf-callbacks,2009-02-18 15:02:27.233,2009-02,1761.0,6.0,1.0,1,Low
jprogressbar,2009-02-10 10:55:10.000,2009-02,9509.0,11.0,1.0,1,Low
drag,2009-03-09 12:03:00.787,2009-04,5696.67,3.78,2.89,9,Low
xml-validation,2009-03-03 15:29:04.973,2009-03,7015.0,4.0,3.75,4,Low
application-types,2009-02-22 06:20:25.820,2009-02,2384.0,1.0,2.0,1,Low
servicecontract,2009-03-11 02:13:46.253,2009-03,13173.0,9.0,5.0,1,Low
app.xaml,2009-02-26 09:15:38.940,2009-02,16550.5,7.0,3.5,2,Low
os-agnostic,2009-02-17 20:06:14.733,2009-02,35205.0,3.0,9.0,1,Low
swap,2009-02-25 09:10:46.183,2009-04,47620.78,23.11,7.67,9,Low
system.out,2009-02-19 13:13:19.670,2009-02,204908.0,16.0,9.0,1,Low
part-of-speech,2009-03-03 23:56:45.487,2009-03,8300.0,14.0,8.0,1,Low
google-talk,2009-02-26 22:55:24.693,2009-02,3696.0,3.0,4.0,1,Low
plesk,2009-03-13 13:13:39.697,2009-07,2384.43,0.57,1.71,7,Low
non-ascii-characters,2009-02-10 11:08:29.063,2009-02,45105.5,21.0,4.5,2,Low
cold-start,2009-03-08 22:34:57.047,2009-03,393.0,1.0,3.0,1,Low
user-friendly,2009-03-08 22:36:18.667,2009-03,486.5,1.0,4.0,2,Low
optparse,2009-03-13 13:16:56.647,2009-03,6130.0,15.0,3.5,2,Low
mcisendstring,2009-02-20 01:22:48.890,2009-02,4073.0,2.0,2.0,1,Low
generic-constraints,2009-02-26 23:09:04.160,2009-02,700.0,1.0,5.0,1,Low
code-complexity,2009-02-26 23:09:27.140,2009-02,11273.5,17.0,12.5,2,Low
sortedlist,2009-02-27 12:15:13.243,2009-02,24175.25,14.75,4.75,4,Low
dfa,2009-02-18 08:35:07.883,2009-04,3676.0,7.67,3.0,3,Low
autowired,2009-03-11 02:44:24.170,2009-06,87016.75,110.75,7.0,4,Low
dotnetzip,2009-03-03 15:47:23.480,2009-03,4383.0,1.5,3.0,2,Low
asp.net-mvc-3,2009-02-27 12:45:45.087,2009-02,29773.0,42.0,12.0,1,Low
nib,2009-02-28 17:52:24.030,2009-07,3861.09,4.82,2.09,11,Low
clover,2009-02-19 13:34:13.210,2009-02,653.5,2.5,2.5,2,Low
spring-test,2009-02-19 13:38:38.160,2009-02,40286.5,31.0,9.5,2,Low
typeface.js,2009-03-14 03:11:57.543,2009-03,1028.0,1.0,2.0,1,Low
jcarousellite,2009-03-17 12:50:16.657,2009-03,2285.0,1.0,3.0,1,Low
asp.net-development-serv,2009-03-17 01:47:51.333,2009-03,20355.5,16.5,6.5,2,Low
dynamics-ax-2009,2009-03-11 13:20:32.063,2009-04,3354.5,0.75,2.0,4,Low
wsgiref,2009-03-11 13:22:09.563,2009-03,3336.0,3.5,3.0,2,Low
amf,2009-02-25 11:49:45.503,2009-03,1439.62,0.88,2.0,8,Low
mscomct2.ocx,2009-03-08 23:19:15.397,2009-03,4547.0,7.0,7.0,1,Low
gridview-sorting,2009-03-07 21:45:43.100,2009-03,2290.0,1.33,1.33,3,Low
big-ip,2009-03-11 13:32:25.547,2009-03,3290.0,3.67,2.67,3,Low
zx81,2009-03-15 12:20:00.053,2009-03,973.0,3.0,5.0,1,Low
cfimport,2009-03-08 23:26:42.133,2009-03,3513.0,16.0,6.0,1,Low
quirks-mode,2009-03-09 16:57:55.100,2009-03,31017.0,52.33,5.0,3,Low
validating-event,2009-02-17 20:39:43.767,2009-02,8996.0,21.0,1.0,1,Low
multiple-indirection,2009-03-02 21:37:11.103,2009-03,21626.0,27.5,3.0,2,Low
spawning,2009-03-13 14:06:30.787,2009-03,394.0,2.0,2.0,1,Low
snoopy,2009-02-20 02:26:09.033,2009-02,5937.0,1.0,1.0,1,Low
virtual-memory,2009-03-03 08:50:48.380,2009-04,6516.14,8.0,7.14,7,Low
awstats,2009-03-18 00:16:17.297,2009-03,1359.0,0.0,1.0,1,Low
android-service,2009-03-17 02:58:14.973,2009-03,5714.5,4.5,1.5,2,Low
eula,2009-02-28 19:00:14.977,2009-02,1967.5,9.5,6.5,2,Low
hash-collision,2009-03-08 02:44:14.287,2009-08,14427.0,22.25,5.25,4,Low
webservice-discovery,2009-03-15 13:35:54.987,2009-03,7427.0,9.0,3.0,1,Low
out-of-browser,2009-03-19 10:42:04.897,2009-03,1578.0,5.0,2.5,2,Low
system-shutdown,2009-02-26 10:34:21.573,2009-02,2999.0,9.0,2.0,1,Low
wymeditor,2009-03-05 15:15:57.487,2009-03,3328.0,9.0,3.0,1,Low
keyboard-layout,2009-03-19 10:44:40.007,2009-08,4348.0,4.86,2.57,7,Low
production-environment,2009-03-19 10:55:30.823,2009-06,18091.38,24.75,6.0,8,Low
pdfsharp,2009-03-02 22:05:44.997,2009-03,23376.0,16.0,3.6,5,Low
language-enhancement,2009-03-18 00:34:13.883,2009-03,2046.0,5.0,9.0,1,Low
mkbundle,2009-02-17 21:02:13.710,2009-02,4461.0,8.5,1.0,2,Low
sql-smo,2009-03-05 21:33:53.177,2009-03,2875.0,6.0,1.0,1,Low
retained-in-memory,2009-03-13 14:27:43.327,2009-03,365.0,0.0,1.0,1,Low
search-box,2009-02-22 09:55:10.937,2009-02,4680.0,2.0,3.5,2,Low
nstextview,2009-02-23 17:15:55.970,2009-05,1759.0,4.75,2.5,4,Low
nsview,2009-02-22 10:02:55.067,2009-08,3782.35,2.53,2.0,17,Low
for-in-loop,2009-03-11 14:06:48.707,2009-03,7267.0,6.0,4.0,1,Low
swfloader,2009-03-18 16:44:58.900,2009-03,2536.0,0.8,2.0,5,Low
mercurial-commit,2009-03-08 04:42:39.137,2009-03,146192.0,338.0,12.0,1,Low
mockito,2009-03-09 13:55:20.343,2009-07,139262.75,150.5,7.75,4,Low
buildaction,2009-03-12 14:26:31.197,2009-03,26112.5,15.5,6.0,2,Low
schemaexport,2009-03-05 21:43:08.180,2009-03,10007.67,3.33,2.67,3,Low
deep-linking,2009-03-17 13:28:50.433,2009-07,794.6,1.8,1.0,5,Low
mmap,2009-03-09 01:19:24.357,2009-04,7652.36,8.45,3.36,11,Low
buildbot,2009-03-14 05:11:25.790,2009-03,2321.6,7.0,2.6,5,Low
ibplugin,2009-03-03 09:31:27.643,2009-03,5750.0,15.0,4.0,1,Low
amortized-analysis,2009-03-09 01:25:32.067,2009-03,1670.0,3.0,3.5,2,Low
abstract-factory,2009-03-05 21:53:42.570,2009-03,188179.5,377.0,17.0,2,Low
fixed,2009-03-14 09:58:15.353,2009-03,2961.62,3.62,2.75,8,Low
oocss,2009-03-09 17:39:24.737,2009-03,1247.0,8.0,10.0,1,Low
home-directory,2009-02-25 10:46:51.897,2009-02,254176.5,244.0,8.5,2,Low
django-migrations,2009-02-25 10:52:11.650,2009-02,44861.0,78.0,10.0,1,Low
lolcode,2009-02-25 10:52:19.510,2009-02,6758.5,27.5,3.5,2,Low
onsubmit,2009-02-27 00:49:59.253,2009-02,68524.0,53.5,10.5,2,Low
jquery-1.3.2,2009-03-03 09:34:10.723,2009-04,5013.33,1.67,3.33,3,Low
web-analytics-tools,2009-03-11 22:25:33.160,2009-03,4302.25,8.5,4.25,4,Low
yui-datasource,2009-03-17 18:25:58.237,2009-03,5890.0,3.0,1.0,1,Low
object-design,2009-03-18 16:55:14.447,2009-03,762.0,2.0,8.0,1,Low
android-xml,2009-03-17 05:21:25.067,2009-03,15724.0,6.0,4.0,1,Low
invalidation,2009-03-17 13:37:11.783,2009-03,246.0,0.0,2.0,1,Low
itemspanel,2009-03-19 11:23:43.050,2009-03,2887.0,4.0,5.0,1,Low
xinc,2009-03-08 05:00:47.627,2009-03,5500.5,12.5,3.5,2,Low
drwatson,2009-03-09 17:48:32.530,2009-03,945.0,1.0,4.0,1,Low
advertisement-server,2009-03-18 17:07:54.913,2009-03,186.0,0.0,2.0,1,Low
jbcrypt,2009-03-07 23:34:14.010,2009-03,5487.0,17.0,3.0,1,Low
physics-engine,2009-03-02 06:53:04.443,2009-03,5620.0,2.0,8.0,1,Low
makemaker,2009-03-12 14:51:10.730,2009-03,141.0,3.0,2.0,1,Low
wmd-editor,2009-03-12 14:54:48.960,2009-03,513.67,4.0,1.33,3,Low
jeditable,2009-03-13 10:47:23.450,2009-07,6515.8,3.2,2.6,5,Low
enumerate,2009-03-03 16:43:25.903,2009-03,35073.8,49.2,6.0,5,Low
pshost,2009-03-11 23:05:42.563,2009-03,3779.0,3.0,2.5,2,Low
javascriptserializer,2009-03-09 17:59:01.193,2009-03,47939.0,47.67,9.33,3,Low
vspackage,2009-02-15 19:53:22.333,2009-02,1404.0,3.0,1.0,1,Low
event-delegation,2009-03-08 07:11:55.500,2009-07,2326.0,2.4,3.0,5,Low
browsercaps,2009-03-17 14:12:26.613,2009-03,3480.0,2.0,2.0,1,Low
tdictionary,2009-03-12 15:42:06.417,2009-03,810.0,1.0,3.0,1,Low
sql-drop,2009-03-13 11:17:52.487,2009-03,7459.0,1.0,4.0,1,Low
beamer,2009-03-12 15:50:28.487,2009-03,8878.0,6.0,4.0,1,Low
pinax,2009-03-09 02:36:05.423,2009-03,1745.67,12.67,2.0,3,Low
itemtemplate,2009-03-13 11:46:06.677,2009-06,13096.75,3.38,1.88,8,Low
proxool,2009-03-03 10:25:44.343,2009-03,2818.0,0.0,2.0,2,Low
jfeed,2009-03-19 12:17:35.837,2009-03,3669.0,2.0,4.0,1,Low
mediacenter,2009-03-08 07:19:00.260,2009-03,509.33,1.0,3.33,3,Low
deflatestream,2009-02-22 12:13:48.887,2009-02,2647.5,0.5,2.5,2,Low
spectrum,2009-03-02 23:13:17.377,2009-03,63594.0,111.0,4.0,1,Low
getdrivetype,2009-03-08 08:03:07.483,2009-03,8994.0,5.0,4.0,1,Low
libgmail,2009-02-22 12:41:45.823,2009-02,477.0,2.0,1.0,1,Low
hazelcast,2009-03-13 15:07:18.317,2009-03,1923.0,2.0,2.0,1,Low
indicator,2009-02-27 01:46:31.570,2009-02,31812.5,17.5,3.0,4,Low
android-radiobutton,2009-03-19 00:35:27.677,2009-03,1240.0,4.0,1.0,1,Low
large-file-support,2009-03-19 00:41:26.477,2009-03,3111.5,4.0,1.5,2,Low
wgl,2009-02-22 13:16:00.923,2009-02,2632.0,2.0,2.0,1,Low
sap-pi,2009-03-13 15:28:08.173,2009-03,14637.0,26.0,5.0,1,Low
named-query,2009-03-19 02:01:12.870,2009-03,4893.67,2.0,2.67,3,Low
django-widget,2009-03-19 03:06:56.317,2009-03,27367.5,40.5,6.5,2,Low
tablename,2009-03-16 13:43:06.257,2009-03,1518.0,0.0,4.0,1,Low
formatmessage,2009-03-03 17:30:04.980,2009-03,8788.0,4.0,2.0,1,Low
cfdocument,2009-03-17 15:03:49.643,2009-03,12979.5,3.5,4.5,2,Low
daap,2009-03-24 00:48:40.733,2009-03,352.0,1.0,1.0,1,Low
cpu-cores,2009-03-17 15:06:07.563,2009-03,952.0,4.0,3.0,2,Low
smartassembly,2009-03-25 16:06:08.023,2009-03,921.0,2.0,3.0,1,Low
object-relational-model,2009-02-27 01:56:15.040,2009-02,1180.0,4.5,2.0,2,Low
springsource,2009-03-25 16:13:41.000,2009-03,4977.0,3.5,3.5,2,Low
fromkeys,2009-03-17 15:06:46.343,2009-03,10350.0,16.0,3.0,1,Low
msxml3,2009-02-26 12:11:32.947,2009-02,1368.0,2.0,1.0,1,Low
autofill,2009-03-25 16:49:16.140,2009-03,13238.5,16.25,4.25,4,Low
openframeworks,2009-03-25 17:04:44.310,2009-03,3871.0,10.0,4.0,1,Low
dom-manipulation,2009-03-25 17:09:10.460,2009-03,1096.75,1.75,2.5,4,Low
program-flow,2009-03-25 17:13:41.357,2009-03,1530.5,1.0,7.0,2,Low
mscorlib,2009-03-15 16:47:18.693,2009-03,293839.0,59.5,11.5,2,Low
infocard,2009-03-25 17:29:42.580,2009-03,490.0,1.0,1.0,1,Low
aws-cli,2009-02-27 02:50:38.560,2009-02,171682.0,237.0,12.0,1,Low
castor,2009-03-25 18:00:54.113,2009-03,744.5,-0.5,1.0,2,Low
affinetransform,2009-03-25 18:03:55.820,2009-03,10260.25,6.75,3.25,4,Low
windows-console,2009-03-25 18:08:42.923,2009-03,11941.67,5.33,4.67,3,Low
urlrewriter.net,2009-02-22 14:39:00.130,2009-02,1886.5,1.5,3.0,2,Low
acts-as-state-machine,2009-03-25 18:42:03.187,2009-03,2363.5,4.5,2.5,2,Low
gesture-recognition,2009-03-19 19:13:54.657,2009-08,61035.62,151.12,5.5,8,Low
java-home,2009-03-19 19:23:06.897,2009-03,96381.0,38.5,8.0,4,Low
nsapi,2009-03-12 16:18:38.997,2009-03,218.0,1.0,1.0,1,Low
streamwriter,2009-03-12 16:21:30.987,2009-03,7895.5,1.25,4.25,4,Low
mscorwks.dll,2009-03-22 08:55:29.753,2009-03,5090.0,11.0,1.0,1,Low
visualworks,2009-03-22 08:57:53.350,2009-03,3677.0,12.0,5.0,1,Low
voicemail,2009-03-19 19:47:32.567,2009-03,274.5,1.0,0.5,2,Low
resume,2009-03-14 13:08:31.737,2009-03,2950.5,0.5,1.0,2,Low
ognl,2009-03-14 13:17:59.687,2009-05,4095.67,4.5,1.67,6,Low
on-the-fly,2009-03-25 19:36:04.243,2009-03,9480.5,20.0,3.0,2,Low
surfaceview,2009-03-23 05:37:23.543,2009-03,7940.75,5.5,2.5,4,Low
rhel5,2009-03-25 20:02:16.427,2009-03,3045.0,1.0,5.0,1,Low
stack-machine,2009-02-27 03:03:54.520,2009-02,2647.0,10.0,1.0,1,Low
uint32,2009-03-12 16:25:59.120,2009-03,6525.0,3.5,3.5,2,Low
flexigrid,2009-03-26 14:01:32.290,2009-08,6483.2,3.6,3.6,5,Low
stretching,2009-03-19 20:54:10.503,2009-03,2775.0,3.5,2.5,2,Low
software-release,2009-03-22 11:31:56.490,2009-03,150.0,6.0,9.0,1,Low
live-cd,2009-03-26 15:21:39.323,2009-03,492.0,6.0,3.0,1,Low
vala,2009-03-17 01:29:20.020,2009-03,5161.5,20.5,4.5,2,Low
impdp,2009-03-26 15:34:00.200,2009-03,58424.0,6.0,5.0,1,Low
c++builder-2007,2009-03-26 15:34:32.210,2009-03,2205.6,1.8,2.2,5,Low
ijg,2009-03-12 16:52:13.360,2009-03,22201.0,8.0,2.0,1,Low
miter,2009-03-26 19:18:45.340,2009-03,14002.0,26.0,9.0,1,Low
pg-dump,2009-03-26 16:19:03.010,2009-03,3179.0,5.0,1.0,1,Low
sabre,2009-03-26 19:55:28.527,2009-03,3154.0,2.0,4.0,1,Low
astral-plane,2009-03-26 20:03:46.400,2009-03,4169.0,14.5,5.0,2,Low
transactional,2009-03-16 14:09:46.597,2009-03,142456.0,224.0,5.5,2,Low
display-manager,2009-03-26 16:39:08.483,2009-03,4446.75,6.0,3.0,4,Low
self,2009-03-09 05:09:51.217,2009-03,380268.5,250.25,6.25,4,Low
virtualtreeview,2009-03-26 20:24:34.307,2009-03,955.0,0.0,2.0,1,Low
biological-neural-network,2009-03-26 20:24:41.483,2009-03,1417.0,2.0,5.0,1,Low
componentmodel,2009-03-09 15:50:59.503,2009-03,7856.5,1.5,3.5,2,Low
validating,2009-03-19 13:24:15.850,2009-03,1280.0,0.0,2.0,1,Low
zend-form-element,2009-03-26 16:56:43.840,2009-03,1853.5,1.0,1.5,2,Low
urlrewriting.net,2009-03-26 16:59:49.167,2009-03,10548.0,9.0,5.0,2,Low
awtrobot,2009-03-02 23:47:22.397,2009-03,6246.67,6.0,4.67,3,Low
nocount,2009-03-03 11:18:34.170,2009-03,36888.0,17.0,4.0,2,Low
sio2,2009-03-02 09:04:08.073,2009-03,10763.0,12.0,2.0,1,Low
mechanize-python,2009-03-03 11:47:21.823,2009-03,6932.5,8.0,2.5,2,Low
xmodem,2009-03-03 11:47:28.173,2009-03,5697.5,0.5,1.5,2,Low
bioinformatics,2009-03-02 09:19:34.653,2009-03,1165.0,16.0,10.0,2,Low
graph-drawing,2009-03-26 17:52:33.563,2009-03,1942.5,4.5,1.5,2,Low
xval,2009-03-24 03:26:35.563,2009-03,983.62,1.62,1.88,8,Low
windows-key,2009-03-24 02:32:26.707,2009-03,1118.0,6.0,2.0,1,Low
jpql,2009-03-24 02:37:41.500,2009-07,15776.25,4.75,3.0,4,Low
blending,2009-03-02 09:45:46.400,2009-03,9465.0,9.0,3.5,2,Low
sanitize,2009-03-22 21:47:07.697,2009-06,32271.89,27.11,4.11,9,Low
vimperator,2009-03-12 17:02:29.700,2009-03,59083.0,36.0,8.5,2,Low
disk-access,2009-03-21 14:35:47.133,2009-03,786.0,2.0,6.0,1,Low
objectcontext,2009-03-23 23:31:57.233,2009-03,3596.5,1.75,1.5,4,Low
sql-server-2017,2009-03-12 01:04:33.073,2009-03,62118.0,33.0,2.0,1,Low
ulong,2009-03-27 05:36:54.480,2009-03,37489.0,12.0,5.0,1,Low
myeclipse,2009-03-27 00:12:51.387,2009-04,4035.43,3.14,3.57,7,Low
dword,2009-03-27 07:14:44.680,2009-03,12986.67,7.0,2.67,3,Low
over-clause,2009-02-15 22:55:19.480,2009-02,2833.0,0.0,3.0,1,Low
video4linux,2009-03-27 01:17:55.257,2009-03,6114.0,9.0,4.0,1,Low
compiler-optimization,2009-03-02 09:56:36.840,2009-05,4279.6,9.2,6.6,5,Low
plone-3.x,2009-03-27 08:44:43.827,2009-03,668.0,0.0,2.0,1,Low
dialogbasedapp,2009-03-27 02:44:29.090,2009-03,25046.0,10.0,5.0,1,Low
demoscene,2009-03-27 02:49:22.307,2009-03,4164.5,15.0,3.0,2,Low
smoothstep,2009-02-26 13:09:30.203,2009-02,7348.0,5.0,3.0,1,Low
mergeddictionaries,2009-03-27 09:21:06.797,2009-03,13228.5,14.5,2.0,2,Low
retain,2009-03-24 02:54:32.567,2009-08,10418.71,7.86,2.86,7,Low
second-level-cache,2009-03-13 17:08:16.903,2009-03,3429.2,1.4,1.6,5,Low
ef-core-2.1,2009-03-27 18:49:38.597,2009-03,242398.0,138.0,25.0,1,Low
monotone,2009-03-27 18:53:16.763,2009-03,287.0,2.0,1.0,1,Low
pip,2009-03-13 17:25:56.970,2009-03,460428.25,316.75,10.75,4,Low
authenticode,2009-03-27 10:06:07.267,2009-07,1514.0,3.25,1.75,4,Low
event-bubbling,2009-03-19 13:52:11.397,2009-07,41692.0,21.0,4.71,7,Low
android-configchanges,2009-03-19 07:02:37.373,2009-03,2966.0,0.0,2.0,1,Low
drupal-comments,2009-03-21 00:26:55.443,2009-03,992.0,2.0,3.0,1,Low
pixel-bender,2009-03-18 18:11:21.050,2009-03,1092.0,1.0,2.0,1,Low
multi-query,2009-03-27 10:40:54.250,2009-03,2006.0,0.0,3.0,1,Low
panic,2009-03-27 10:46:44.983,2009-03,848.0,2.0,1.0,1,Low
windows-task-scheduler,2009-03-10 15:02:32.687,2009-03,4933.0,2.33,2.0,3,Low
adium,2009-03-21 15:38:00.293,2009-03,696.0,0.0,1.0,1,Low
qwebview,2009-03-27 11:26:12.533,2009-03,2974.0,0.0,3.0,1,Low
oftype,2009-03-27 11:35:18.627,2009-03,1517.0,1.5,3.0,2,Low
datagridcomboboxcolumn,2009-03-27 11:57:13.783,2009-03,1245.5,0.0,1.0,2,Low
heap-corruption,2009-03-16 14:40:00.083,2009-07,2917.25,2.0,7.25,4,Low
ril,2009-03-21 15:53:42.487,2009-03,409.0,0.5,1.5,2,Low
stored-functions,2009-03-21 16:07:51.470,2009-03,3924.33,1.67,2.0,3,Low
tunneling,2009-03-12 17:17:02.130,2009-08,1833.0,2.0,1.5,4,Low
startupscript,2009-03-12 17:23:57.670,2009-03,1895.0,2.0,3.0,1,Low
nested-set-model,2009-03-18 18:18:00.270,2009-03,15496.0,9.0,6.0,1,Low
architectural-patterns,2009-02-22 16:10:35.667,2009-02,30621.0,60.0,7.0,1,Low
itemspresenter,2009-03-27 20:40:21.593,2009-03,2005.0,3.0,2.0,1,Low
neatupload,2009-03-28 04:15:35.307,2009-03,12743.0,20.0,4.0,1,Low
varchar2,2009-03-28 04:35:30.563,2009-03,3662.0,7.0,3.0,1,Low
interval-tree,2009-03-17 08:08:39.327,2009-03,2984.0,1.0,2.0,1,Low
manuals,2009-03-23 00:24:50.487,2009-07,458.33,1.0,2.67,3,Low
ubuntu-9.04,2009-03-28 05:36:45.063,2009-06,7783.76,5.62,3.38,21,Low
file-processing,2009-03-28 05:55:00.700,2009-03,12906.75,15.5,6.0,4,Low
sse2,2009-03-19 07:32:22.857,2009-03,35492.67,33.0,4.67,3,Low
aquamacs,2009-02-22 16:33:02.167,2009-02,2488.0,4.0,2.0,1,Low
boost-smart-ptr,2009-03-28 08:21:16.713,2009-03,25997.0,32.0,5.0,1,Low
text-based,2009-03-03 00:38:50.497,2009-03,53907.0,41.0,7.0,1,Low
dining-philosopher,2009-03-03 00:39:20.963,2009-03,1945.5,2.0,3.0,2,Low
model-inheritance,2009-02-26 13:57:53.177,2009-02,787.0,2.0,3.0,1,Low
mgrammar,2009-03-24 09:32:00.850,2009-03,1809.0,2.67,1.33,3,Low
xpath-1.0,2009-03-18 11:26:01.930,2009-03,20214.0,17.0,3.33,3,Low
sac,2009-03-17 20:25:52.280,2009-03,911.0,3.0,3.0,1,Low
nstextfield,2009-02-26 14:13:20.940,2009-03,10862.17,20.17,2.33,6,Low
pre-commit-hook,2009-02-26 14:24:20.600,2009-02,13124.0,3.0,6.0,1,Low
atomic-values,2009-03-28 12:13:57.403,2009-03,3241.5,9.0,3.0,2,Low
jwplayer,2009-03-13 19:02:21.777,2009-08,8753.25,1.0,2.5,4,Low
filereference,2009-03-09 19:21:21.043,2009-03,2032.67,0.67,1.0,3,Low
sata,2009-03-21 06:53:35.310,2009-03,1077.0,0.0,1.0,1,Low
delphi-2010,2009-03-21 08:00:59.253,2009-03,2993.0,4.0,3.5,2,Low
web-safe-fonts,2009-03-27 21:24:39.270,2009-03,49242.0,28.0,10.0,1,Low
http-proxy,2009-03-27 21:35:12.180,2009-03,5259.0,3.0,2.25,4,Low
blowfish,2009-03-28 14:08:19.733,2009-04,2100.0,0.78,2.11,9,Low
shadow-copy,2009-03-18 20:43:39.170,2009-03,6421.0,5.0,2.5,2,Low
antplus,2009-03-28 15:24:59.067,2009-03,6687.0,1.0,2.0,1,Low
unreliable-connection,2009-03-17 16:09:06.757,2009-03,2899.0,11.0,3.0,1,Low
dotnetnuke-imc,2009-03-13 19:16:01.650,2009-03,2794.0,1.5,2.5,2,Low
service-installer,2009-03-28 15:48:54.280,2009-03,675.0,3.0,1.0,1,Low
optimistic,2009-03-22 14:19:19.693,2009-03,350.0,2.0,3.0,2,Low
ihtmldocument,2009-03-21 12:36:43.253,2009-03,8499.0,5.0,3.0,1,Low
