Skill,Date of Birth,Peak Activity Date,Avg Views,Avg Score,Avg Answers,Total Posts,Immunity Score,Tag Rank (Top 100),Tag Usage %
entity-framework,2008-08-14 00:24:43.320,2014-01,2799.13,2.48,1.38,39753,Low,85.0,0.106
maven,2008-09-16 10:34:05.223,2015-07,4327.09,2.66,1.28,39361,Low,86.0,0.105
performance,2008-08-01 05:21:22.257,2013-07,3040.75,4.77,1.75,38867,Low,87.0,0.1037
apache-spark,2012-12-07 20:03:11.193,2018-05,3039.23,2.08,1.16,38758,Low,88.0,0.1034
haskell,2008-08-05 14:16:02.720,2014-11,1071.77,4.12,1.55,38185,Low,89.0,0.1018
elasticsearch,2010-02-16 08:59:23.963,2017-02,2250.07,1.71,1.06,37530,Low,90.0,0.1001
android-studio,2011-03-14 00:05:01.483,2016-04,3614.35,3.07,1.46,37230,Low,91.0,0.0993
loops,2008-08-04 00:47:25.143,2020-05,2447.77,1.55,1.75,36515,Low,92.0,0.0974
csv,2008-08-01 16:08:52.353,2017-10,3139.81,1.47,1.44,36202,Low,93.0,0.0966
facebook,2008-08-21 21:38:43.190,2012-07,2147.0,1.51,1.14,36135,Low,94.0,0.0964
sqlite,2008-08-01 22:34:42.853,2015-03,2344.03,1.81,1.32,36079,Low,95.0,0.0962
selenium,2008-08-11 00:05:36.590,2017-05,2761.73,1.2,1.39,36053,Low,96.0,0.0962
t-sql,2008-08-05 18:15:47.727,2018-11,6370.18,3.18,2.01,35997,Low,97.0,0.096
asp.net-core,2010-12-03 14:21:01.797,2020-04,2933.96,2.52,1.24,35387,Low,98.0,0.0944
function,2008-08-18 18:40:34.403,2020-05,2418.1,1.52,1.71,35167,Low,99.0,0.0938
dictionary,2008-08-07 00:51:21.720,2020-04,3736.07,2.65,1.85,34938,Low,100.0,0.0932
javascript,2008-08-03 21:42:37.903,2016-03,3075.68,2.08,1.54,2298690,High,1.0,6.0036
python,2008-08-02 03:35:55.697,2020-05,3679.19,2.47,1.45,1989938,High,2.0,5.1972
java,2008-08-01 16:08:52.353,2014-03,3586.63,2.19,1.59,1735161,High,3.0,4.5318
c#,2008-07-31 21:42:52.667,2014-03,3277.13,2.39,1.6,1426399,High,4.0,3.7254
php,2008-08-01 12:50:18.587,2014-03,2485.65,1.25,1.58,1218317,High,5.0,3.1819
android,2008-08-26 15:30:38.367,2014-03,3097.11,2.54,1.44,981668,High,6.0,2.5639
c++,2008-08-01 12:13:50.207,2014-03,2785.39,2.65,1.66,700831,High,7.0,1.8304
html,2008-07-31 22:08:08.620,2014-03,3530.75,1.85,1.73,613191,High,8.0,1.6015
ios,2008-08-02 10:47:08.460,2015-07,2231.22,2.4,1.44,549962,High,9.0,1.4364
r,2008-09-16 21:40:29.927,2020-04,1992.71,1.74,1.3,448858,High,10.0,1.1723
sql,2008-08-01 12:35:56.917,2014-03,3690.63,1.71,1.76,444535,High,11.0,1.161
jquery,2008-08-12 11:11:29.680,2013-03,3040.04,1.43,1.61,395112,High,12.0,1.0319
mysql,2008-08-01 05:09:55.993,2014-03,2841.7,1.55,1.53,344839,High,13.0,0.9006
css,2008-08-03 21:42:37.903,2014-03,3713.26,2.2,1.64,325679,High,14.0,0.8506
c,2008-08-01 23:27:24.993,2014-03,2801.89,1.76,1.78,313844,High,15.0,0.8197
ruby-on-rails,2008-08-02 12:56:58.590,2014-03,1822.5,2.1,1.45,270205,High,16.0,0.7057
node.js,2009-08-23 00:55:49.140,2020-05,3229.13,2.44,1.22,264145,High,17.0,0.6899
reactjs,2013-05-20 03:44:25.653,2020-05,2948.4,1.89,1.28,235476,High,18.0,0.615
angular,2013-11-14 10:12:42.260,2017-08,3631.28,2.26,1.34,210613,High,19.0,0.5501
excel,2008-08-05 16:47:28.873,2019-07,2649.2,0.63,1.27,171712,High,20.0,0.4485
asp.net,2008-08-01 19:23:13.117,2011-04,3029.77,1.83,1.58,159654,High,21.0,0.417
json,2008-08-14 23:13:32.493,2017-03,2979.07,1.79,1.43,150987,High,22.0,0.3943
angularjs,2009-10-19 11:41:47.043,2015-07,2748.74,1.98,1.33,147611,High,23.0,0.3855
sql-server,2008-08-01 18:33:08.333,2017-03,3903.04,1.92,1.55,142333,High,24.0,0.3717
swift,2009-01-19 16:55:32.907,2015-07,2109.78,2.4,1.35,140200,High,25.0,0.3662
python-3.x,2008-08-29 16:20:43.467,2020-04,1839.54,1.12,1.19,137546,High,26.0,0.3592
django,2008-08-21 19:41:57.870,2020-05,2039.92,1.95,1.25,137387,High,27.0,0.3588
iphone,2008-08-04 19:02:36.777,2011-03,3011.42,2.69,1.9,130418,High,28.0,0.3406
linux,2008-08-01 14:36:18.640,2014-03,5407.4,3.56,1.55,130149,High,29.0,0.3399
git,2008-08-05 18:29:14.283,2017-03,9573.73,11.89,1.64,117204,High,30.0,0.3061
flutter,2012-09-29 02:59:51.820,2022-08,2746.7,2.06,1.39,110629,High,31.0,0.2889
.net,2008-08-01 00:59:11.177,2011-03,3421.26,3.46,1.73,109923,High,32.0,0.2871
arrays,2008-08-01 12:30:57.630,2016-03,2529.86,1.59,1.64,108017,High,33.0,0.2821
typescript,2012-10-01 18:44:02.787,2020-05,3644.57,3.07,1.3,105967,High,34.0,0.2768
ruby,2008-08-01 13:38:27.133,2013-03,2502.09,3.15,1.7,101726,High,35.0,0.2657
ajax,2008-08-04 17:53:32.500,2014-03,2390.97,1.28,1.41,101509,High,36.0,0.2651
regex,2008-08-04 13:47:10.547,2015-07,3128.75,2.17,1.84,101027,High,37.0,0.2639
asp.net-mvc,2008-08-06 21:43:33.923,2014-03,3124.94,2.26,1.47,99689,High,38.0,0.2604
amazon-web-services,2008-08-27 15:31:27.517,2020-07,2674.48,2.31,1.24,99055,High,39.0,0.2587
laravel,2012-06-07 08:46:37.830,2020-04,2640.69,1.31,1.37,97795,High,40.0,0.2554
vba,2008-08-22 13:24:24.697,2017-07,2957.5,0.75,1.36,97359,High,41.0,0.2543
objective-c,2008-08-12 15:31:40.200,2012-08,2246.5,2.54,1.63,96194,High,42.0,0.2512
bash,2008-08-11 10:40:41.363,2017-03,5002.77,4.27,1.78,91553,High,43.0,0.2391
mongodb,2008-09-08 20:16:16.717,2020-04,2360.19,1.91,1.18,90492,High,44.0,0.2363
database,2008-08-01 14:19:52.510,2014-03,3004.82,2.04,1.56,89544,High,45.0,0.2339
wordpress,2008-08-17 16:35:15.920,2014-03,1528.74,0.63,1.21,89443,High,46.0,0.2336
xml,2008-08-01 15:50:08.537,2014-03,2335.88,1.49,1.38,88911,High,47.0,0.2322
azure,2008-11-11 04:49:21.883,2020-04,1726.16,1.35,1.25,86275,High,48.0,0.2253
scala,2008-09-10 13:15:29.083,2016-11,2027.18,2.7,1.41,85826,High,49.0,0.2242
windows,2008-08-01 15:22:29.467,2014-03,6088.89,3.46,1.5,84050,High,50.0,0.2195
vb.net,2008-08-01 12:43:11.503,2014-03,2466.62,0.88,1.34,82877,High,51.0,0.2165
postgresql,2008-08-03 17:44:07.450,2020-07,3692.77,2.67,1.25,81872,High,52.0,0.2138
spring,2008-09-11 18:43:19.940,2017-06,3768.18,2.04,1.25,78873,High,53.0,0.206
docker,2010-01-11 09:18:17.610,2020-05,5400.51,4.48,1.28,78718,High,54.0,0.2056
dataframe,2009-07-23 03:33:18.410,2022-03,4036.81,2.55,1.48,76388,High,55.0,0.1995
powershell,2008-08-05 18:01:32.547,2019-05,3983.15,1.9,1.34,75979,High,56.0,0.1984
react-native,2015-03-26 19:32:40.943,2020-05,2889.61,2.07,1.28,71624,High,57.0,0.1871
spring-boot,2013-02-06 09:55:35.837,2020-04,3327.69,1.8,1.2,70014,High,58.0,0.1829
matlab,2008-08-07 18:47:58.487,2015-04,1642.79,1.03,1.24,69974,High,59.0,0.1828
firebase,2010-04-13 15:58:40.803,2020-05,1701.03,1.71,1.18,67010,High,60.0,0.175
xcode,2008-08-08 04:25:11.630,2012-11,2797.12,3.21,1.5,66072,High,61.0,0.1726
wpf,2008-08-11 01:34:34.773,2011-03,3305.37,2.68,1.45,61638,High,62.0,0.161
oracle,2008-08-02 01:52:54.653,2017-03,4041.14,1.19,1.44,61451,High,63.0,0.1605
string,2008-08-02 06:57:57.957,2014-03,5513.9,3.63,2.09,61066,High,64.0,0.1595
pandas,2012-06-10 21:12:43.400,2020-06,3246.49,2.07,1.37,59855,High,65.0,0.1563
algorithm,2008-08-01 18:42:19.343,2015-04,2930.99,3.64,1.99,58967,High,66.0,0.154
twitter-bootstrap,2010-01-28 18:22:43.573,2015-07,4698.39,2.0,1.6,57748,High,67.0,0.1508
macos,2008-08-04 18:51:38.543,2015-10,4242.09,4.04,1.43,54112,High,68.0,0.1413
vue.js,2014-03-16 16:16:23.560,2020-05,2982.63,1.85,1.21,52737,High,69.0,0.1377
visual-studio,2008-08-03 14:53:53.550,2017-03,3801.33,4.09,1.54,51697,High,70.0,0.135
forms,2008-08-02 19:51:50.250,2014-03,3198.39,1.58,1.54,49699,High,71.0,0.1298
apache,2008-08-05 21:45:11.033,2014-01,3122.96,1.59,1.22,46618,High,72.0,0.1218
eclipse,2008-08-01 13:56:33.837,2014-03,3974.77,2.85,1.48,46151,High,73.0,0.1205
api,2008-08-13 16:45:03.000,2020-06,1764.96,1.16,1.2,45995,High,74.0,0.1201
list,2008-08-23 19:17:34.353,2020-05,3791.38,2.5,1.92,45393,High,75.0,0.1186
go,2009-11-11 05:25:13.433,2022-09,4145.63,3.44,1.35,44563,High,76.0,0.1164
rest,2008-08-04 17:53:32.500,2017-05,3514.0,2.61,1.3,44439,High,77.0,0.1161
numpy,2008-09-21 20:23:02.027,2020-05,3726.53,2.51,1.49,43960,High,78.0,0.1148
image,2008-08-02 17:01:58.500,2014-04,3624.93,1.93,1.46,43877,High,79.0,0.1146
express,2010-10-15 14:28:44.733,2020-05,2590.33,1.65,1.21,42479,High,80.0,0.1109
shell,2008-08-04 21:04:06.407,2014-03,4905.61,3.45,1.7,42170,High,81.0,0.1101
hibernate,2008-08-25 17:25:22.610,2014-09,3335.45,1.77,1.25,41635,High,82.0,0.1087
perl,2008-08-06 02:53:13.033,2013-05,2164.91,2.17,1.95,40753,High,83.0,0.1064
entity-framework,2008-08-14 00:24:43.320,2014-01,2775.32,2.46,1.37,40133,High,84.0,0.1048
maven,2008-09-16 10:34:05.223,2015-07,4269.79,2.63,1.27,39980,High,85.0,0.1044
apache-spark,2012-12-07 20:03:11.193,2018-05,2962.0,2.04,1.15,39936,High,86.0,0.1043
python-2.7,2010-04-02 17:42:16.030,2017-03,3063.59,1.58,1.34,39931,High,87.0,0.1043
performance,2008-08-01 05:21:22.257,2013-07,2996.4,4.71,1.74,39501,High,88.0,0.1032
haskell,2008-08-05 14:16:02.720,2014-11,1058.73,4.08,1.55,38724,High,89.0,0.1011
elasticsearch,2010-02-16 08:59:23.963,2017-02,2206.3,1.67,1.06,38407,High,90.0,0.1003
android-studio,2011-03-14 00:05:01.483,2016-04,3557.67,3.02,1.45,38019,High,91.0,0.0993
loops,2008-08-04 00:47:25.143,2020-05,2385.1,1.51,1.74,37539,High,92.0,0.098
csv,2008-08-01 16:08:52.353,2017-10,3077.55,1.45,1.44,37011,High,93.0,0.0967
asp.net-core,2010-12-03 14:21:01.797,2020-04,2840.42,2.44,1.23,36818,High,94.0,0.0962
kotlin,2010-10-06 11:46:06.597,2020-05,2446.09,2.89,1.33,36794,High,95.0,0.0961
selenium,2008-08-11 00:05:36.590,2017-05,2722.4,1.19,1.38,36656,High,96.0,0.0957
sqlite,2008-08-01 22:34:42.853,2015-03,2317.94,1.78,1.32,36528,High,97.0,0.0954
t-sql,2008-08-05 18:15:47.727,2018-11,6307.3,3.14,2.0,36366,High,98.0,0.095
facebook,2008-08-21 21:38:43.190,2012-07,2141.16,1.5,1.14,36265,High,99.0,0.0947
function,2008-08-18 18:40:34.403,2020-05,2355.4,1.48,1.69,36172,High,100.0,0.0945
javascript,2008-08-03 21:42:37.903,2016-03,3022.76,2.05,1.52,2342550,High,1.0,5.9776
python,2008-08-02 03:35:55.697,2020-05,3571.93,2.4,1.43,2055207,High,2.0,5.2443
java,2008-08-01 16:08:52.353,2014-03,3541.94,2.17,1.58,1759026,High,3.0,4.4886
c#,2008-07-31 21:42:52.667,2014-03,3231.7,2.35,1.58,1448146,High,4.0,3.6953
php,2008-08-01 12:50:18.587,2014-03,2467.01,1.24,1.57,1228340,High,5.0,3.1344
android,2008-08-26 15:30:38.367,2014-03,3058.09,2.51,1.43,995816,High,6.0,2.5411
c++,2008-08-01 12:13:50.207,2014-03,2747.41,2.63,1.65,711210,High,7.0,1.8148
html,2008-07-31 22:08:08.620,2014-03,3484.75,1.83,1.72,621658,High,8.0,1.5863
ios,2008-08-02 10:47:08.460,2015-07,2213.32,2.39,1.44,555528,High,9.0,1.4176
r,2008-09-16 21:40:29.927,2020-04,1931.9,1.7,1.29,463873,High,10.0,1.1837
sql,2008-08-01 12:35:56.917,2014-03,3624.07,1.67,1.75,453010,High,11.0,1.156
jquery,2008-08-12 11:11:29.680,2013-03,3025.99,1.42,1.61,397014,High,12.0,1.0131
mysql,2008-08-01 05:09:55.993,2014-03,2818.57,1.54,1.52,347848,High,13.0,0.8876
css,2008-08-03 21:42:37.903,2014-03,3645.01,2.16,1.63,332126,High,14.0,0.8475
c,2008-08-01 23:27:24.993,2014-03,2759.46,1.74,1.77,318979,High,15.0,0.8139
node.js,2009-08-23 00:55:49.140,2020-05,3129.34,2.37,1.2,273555,High,16.0,0.698
ruby-on-rails,2008-08-02 12:56:58.590,2014-03,1812.15,2.09,1.45,271915,High,17.0,0.6939
reactjs,2013-05-20 03:44:25.653,2020-05,2783.55,1.8,1.24,251951,High,18.0,0.6429
angular,2013-11-14 10:12:42.260,2017-08,3530.15,2.21,1.32,217316,High,19.0,0.5545
excel,2008-08-05 16:47:28.873,2019-07,2568.27,0.62,1.26,177454,High,20.0,0.4528
asp.net,2008-08-01 19:23:13.117,2011-04,3008.89,1.82,1.58,160833,High,21.0,0.4104
json,2008-08-14 23:13:32.493,2017-03,2927.97,1.76,1.42,153793,High,22.0,0.3924
angularjs,2009-10-19 11:41:47.043,2015-07,2745.64,1.98,1.33,147784,High,23.0,0.3771
sql-server,2008-08-01 18:33:08.333,2017-03,3856.86,1.89,1.54,144141,High,24.0,0.3678
swift,2009-01-19 16:55:32.907,2015-07,2066.61,2.36,1.33,143505,High,25.0,0.3662
python-3.x,2008-08-29 16:20:43.467,2020-04,1790.86,1.1,1.17,142028,High,26.0,0.3624
django,2008-08-21 19:41:57.870,2020-05,1991.51,1.91,1.24,140994,High,27.0,0.3598
linux,2008-08-01 14:36:18.640,2014-03,5304.64,3.5,1.53,132803,High,28.0,0.3389
iphone,2008-08-04 19:02:36.777,2011-03,3007.53,2.69,1.9,130607,High,29.0,0.3333
flutter,2012-09-29 02:59:51.820,2022-08,2510.16,1.9,1.34,122404,High,30.0,0.3123
git,2008-08-05 18:29:14.283,2017-03,9367.28,11.64,1.62,119875,High,31.0,0.3059
typescript,2012-10-01 18:44:02.787,2020-05,3422.3,2.9,1.27,113636,High,32.0,0.29
.net,2008-08-01 00:59:11.177,2011-03,3360.31,3.4,1.71,112104,High,33.0,0.2861
arrays,2008-08-01 12:30:57.630,2016-03,2488.61,1.57,1.63,109893,High,34.0,0.2804
amazon-web-services,2008-08-27 15:31:27.517,2020-07,2554.39,2.21,1.21,104468,High,35.0,0.2666
ruby,2008-08-01 13:38:27.133,2013-03,2488.73,3.14,1.69,102330,High,36.0,0.2611
regex,2008-08-04 13:47:10.547,2015-07,3095.03,2.15,1.83,102174,High,37.0,0.2607
ajax,2008-08-04 17:53:32.500,2014-03,2377.44,1.27,1.41,102116,High,38.0,0.2606
laravel,2012-06-07 08:46:37.830,2020-04,2572.6,1.27,1.35,100705,High,39.0,0.257
asp.net-mvc,2008-08-06 21:43:33.923,2014-03,3106.41,2.24,1.46,100318,High,40.0,0.256
vba,2008-08-22 13:24:24.697,2017-07,2928.42,0.74,1.35,98374,High,41.0,0.251
objective-c,2008-08-12 15:31:40.200,2012-08,2243.37,2.53,1.62,96356,High,42.0,0.2459
bash,2008-08-11 10:40:41.363,2017-03,4913.49,4.2,1.77,93278,High,43.0,0.238
mongodb,2008-09-08 20:16:16.717,2020-04,2300.23,1.87,1.16,93050,High,44.0,0.2374
wordpress,2008-08-17 16:35:15.920,2014-03,1495.05,0.61,1.2,91690,High,45.0,0.234
database,2008-08-01 14:19:52.510,2014-03,2953.62,2.01,1.54,91190,High,46.0,0.2327
azure,2008-11-11 04:49:21.883,2020-04,1661.6,1.29,1.23,90808,High,47.0,0.2317
xml,2008-08-01 15:50:08.537,2014-03,2309.55,1.47,1.38,89981,High,48.0,0.2296
scala,2008-09-10 13:15:29.083,2016-11,2009.25,2.68,1.4,86657,High,49.0,0.2211
windows,2008-08-01 15:22:29.467,2014-03,5949.91,3.38,1.48,86149,High,50.0,0.2198
postgresql,2008-08-03 17:44:07.450,2020-07,3550.42,2.57,1.23,85431,High,51.0,0.218
vb.net,2008-08-01 12:43:11.503,2014-03,2446.71,0.87,1.34,83585,High,52.0,0.2133
docker,2010-01-11 09:18:17.610,2020-05,5123.99,4.25,1.24,83439,High,53.0,0.2129
spring,2008-09-11 18:43:19.940,2017-06,3682.25,1.99,1.24,80894,High,54.0,0.2064
dataframe,2009-07-23 03:33:18.410,2022-03,3893.58,2.47,1.47,79426,High,55.0,0.2027
powershell,2008-08-05 18:01:32.547,2019-05,3860.98,1.85,1.33,78543,High,56.0,0.2004
react-native,2015-03-26 19:32:40.943,2020-05,2759.12,1.99,1.24,75634,High,57.0,0.193
spring-boot,2013-02-06 09:55:35.837,2020-04,3147.94,1.71,1.17,74640,High,58.0,0.1905
matlab,2008-08-07 18:47:58.487,2015-04,1627.6,1.02,1.23,70667,High,59.0,0.1803
firebase,2010-04-13 15:58:40.803,2020-05,1656.48,1.67,1.16,69170,High,60.0,0.1765
xcode,2008-08-08 04:25:11.630,2012-11,2768.07,3.18,1.48,67025,High,61.0,0.171
oracle,2008-08-02 01:52:54.653,2017-03,3970.53,1.17,1.43,62603,High,62.0,0.1597
wpf,2008-08-11 01:34:34.773,2011-03,3277.09,2.66,1.44,62188,High,63.0,0.1587
string,2008-08-02 06:57:57.957,2014-03,5445.16,3.59,2.08,61859,High,64.0,0.1578
pandas,2012-06-10 21:12:43.400,2020-06,3157.81,2.02,1.36,61626,High,65.0,0.1573
algorithm,2008-08-01 18:42:19.343,2015-04,2895.68,3.6,1.98,59727,High,66.0,0.1524
twitter-bootstrap,2010-01-28 18:22:43.573,2015-07,4684.04,1.99,1.59,57933,High,67.0,0.1478
vue.js,2014-03-16 16:16:23.560,2020-05,2867.32,1.78,1.19,55173,High,68.0,0.1408
macos,2008-08-04 18:51:38.543,2015-10,4172.19,3.98,1.42,55101,High,69.0,0.1406
visual-studio,2008-08-03 14:53:53.550,2017-03,3731.6,4.02,1.52,52733,High,70.0,0.1346
forms,2008-08-02 19:51:50.250,2014-03,3161.05,1.57,1.53,50327,High,71.0,0.1284
apache,2008-08-05 21:45:11.033,2014-01,3088.5,1.57,1.21,47166,High,72.0,0.1204
api,2008-08-13 16:45:03.000,2020-06,1736.59,1.14,1.19,46858,High,73.0,0.1196
go,2009-11-11 05:25:13.433,2022-09,3972.09,3.33,1.33,46683,High,74.0,0.1191
eclipse,2008-08-01 13:56:33.837,2014-03,3947.04,2.83,1.48,46497,High,75.0,0.1186
list,2008-08-23 19:17:34.353,2020-05,3729.02,2.46,1.91,46175,High,76.0,0.1178
rest,2008-08-04 17:53:32.500,2017-05,3447.25,2.56,1.29,45367,High,77.0,0.1158
numpy,2008-09-21 20:23:02.027,2020-05,3646.42,2.46,1.48,44976,High,78.0,0.1148
image,2008-08-02 17:01:58.500,2014-04,3566.95,1.9,1.45,44625,High,79.0,0.1139
express,2010-10-15 14:28:44.733,2020-05,2501.6,1.6,1.19,44124,High,80.0,0.1126
shell,2008-08-04 21:04:06.407,2014-03,4834.11,3.4,1.69,42817,High,81.0,0.1093
hibernate,2008-08-25 17:25:22.610,2014-09,3286.69,1.75,1.24,42384,High,82.0,0.1082
apache-spark,2012-12-07 20:03:11.193,2018-05,2875.72,1.98,1.13,41252,High,83.0,0.1053
perl,2008-08-06 02:53:13.033,2013-05,2152.95,2.16,1.94,40994,High,84.0,0.1046
maven,2008-09-16 10:34:05.223,2015-07,4196.23,2.59,1.26,40756,High,85.0,0.104
entity-framework,2008-08-14 00:24:43.320,2014-01,2749.06,2.44,1.37,40540,High,86.0,0.1034
performance,2008-08-01 05:21:22.257,2013-07,2946.18,4.63,1.73,40217,High,87.0,0.1026
python-2.7,2010-04-02 17:42:16.030,2017-03,3054.79,1.58,1.34,40055,High,88.0,0.1022
elasticsearch,2010-02-16 08:59:23.963,2017-02,2145.35,1.63,1.04,39582,High,89.0,0.101
kotlin,2010-10-06 11:46:06.597,2020-05,2302.94,2.73,1.29,39427,High,90.0,0.1006
android-studio,2011-03-14 00:05:01.483,2016-04,3470.62,2.95,1.43,39137,High,91.0,0.0999
haskell,2008-08-05 14:16:02.720,2014-11,1049.81,4.06,1.54,39093,High,92.0,0.0998
asp.net-core,2010-12-03 14:21:01.797,2020-04,2727.7,2.34,1.21,38519,High,93.0,0.0983
loops,2008-08-04 00:47:25.143,2020-05,2347.03,1.49,1.73,38181,High,94.0,0.0974
kubernetes,2014-02-20 09:43:32.237,2020-07,3528.31,2.54,1.29,38096,High,95.0,0.0972
google-apps-script,2009-09-08 13:30:59.773,2020-05,1503.24,0.76,1.14,37776,High,96.0,0.0964
csv,2008-08-01 16:08:52.353,2017-10,3024.43,1.42,1.43,37696,High,97.0,0.0962
sqlite,2008-08-01 22:34:42.853,2015-03,2292.09,1.76,1.31,36982,High,98.0,0.0944
function,2008-08-18 18:40:34.403,2020-05,2308.33,1.45,1.68,36947,High,99.0,0.0943
t-sql,2008-08-05 18:15:47.727,2018-11,6244.73,3.11,1.99,36738,High,100.0,0.0937
javascript,2008-08-03 21:42:37.903,2016-03,3094.84,2.1,1.53,2367247,High,1.0,5.9507
python,2008-08-02 03:35:55.697,2020-05,3647.87,2.46,1.44,2066786,High,2.0,5.1954
java,2008-08-01 16:08:52.353,2014-03,3627.95,2.23,1.59,1786174,High,3.0,4.49
c#,2008-07-31 21:42:52.667,2014-03,3305.44,2.4,1.6,1480605,High,4.0,3.7219
php,2008-08-01 12:50:18.587,2014-03,2526.5,1.28,1.59,1256096,High,5.0,3.1575
android,2008-08-26 15:30:38.367,2014-03,3130.29,2.56,1.44,1017320,High,6.0,2.5573
c++,2008-08-01 12:13:50.207,2014-03,2804.03,2.69,1.67,723485,High,7.0,1.8187
html,2008-07-31 22:08:08.620,2014-03,3588.33,1.89,1.73,629782,High,8.0,1.5831
ios,2008-08-02 10:47:08.460,2015-07,2244.18,2.42,1.44,561120,High,9.0,1.4105
r,2008-09-16 21:40:29.927,2020-04,1987.04,1.74,1.29,465312,High,10.0,1.1697
sql,2008-08-01 12:35:56.917,2014-03,3717.25,1.72,1.76,458958,High,11.0,1.1537
jquery,2008-08-12 11:11:29.680,2013-03,3099.1,1.46,1.63,410202,High,12.0,1.0312
mysql,2008-08-01 05:09:55.993,2014-03,2887.74,1.59,1.53,354323,High,13.0,0.8907
css,2008-08-03 21:42:37.903,2014-03,3743.88,2.23,1.64,337005,High,14.0,0.8472
c,2008-08-01 23:27:24.993,2014-03,2830.6,1.79,1.79,323594,High,15.0,0.8134
ruby-on-rails,2008-08-02 12:56:58.590,2014-03,1862.18,2.16,1.46,279951,High,16.0,0.7037
node.js,2009-08-23 00:55:49.140,2020-05,3190.71,2.44,1.21,274271,High,17.0,0.6895
reactjs,2013-05-20 03:44:25.653,2020-05,2783.55,1.8,1.24,251951,High,18.0,0.6333
angular,2013-11-14 10:12:42.260,2017-08,3530.15,2.21,1.32,217316,High,19.0,0.5463
excel,2008-08-05 16:47:28.873,2019-07,2624.54,0.63,1.26,178341,High,20.0,0.4483
asp.net,2008-08-01 19:23:13.117,2011-04,3040.58,1.83,1.59,167579,High,21.0,0.4213
json,2008-08-14 23:13:32.493,2017-03,3030.04,1.83,1.42,155239,High,22.0,0.3902
angularjs,2009-10-19 11:41:47.043,2015-07,2745.64,1.98,1.33,147784,High,23.0,0.3715
iphone,2008-08-04 19:02:36.777,2011-03,2968.24,2.66,1.9,146176,High,24.0,0.3675
sql-server,2008-08-01 18:33:08.333,2017-03,3941.22,1.94,1.55,146167,High,25.0,0.3674
swift,2009-01-19 16:55:32.907,2015-07,2075.22,2.37,1.34,143520,High,26.0,0.3608
django,2008-08-21 19:41:57.870,2020-05,2049.02,1.98,1.25,143268,High,27.0,0.3601
python-3.x,2008-08-29 16:20:43.467,2020-04,1809.12,1.11,1.17,142135,High,28.0,0.3573
linux,2008-08-01 14:36:18.640,2014-03,5437.98,3.62,1.54,134582,High,29.0,0.3383
flutter,2011-08-02 12:40:38.383,2022-08,2510.2,1.9,1.34,122405,High,30.0,0.3077
git,2008-08-05 18:29:14.283,2017-03,9759.18,12.26,1.64,121558,High,31.0,0.3056
.net,2008-08-01 00:59:11.177,2011-03,3386.27,3.41,1.72,116745,High,32.0,0.2935
typescript,2012-10-01 18:44:02.787,2020-05,3422.3,2.9,1.27,113636,High,33.0,0.2857
arrays,2008-08-01 12:30:57.630,2016-03,2581.2,1.61,1.64,110971,High,34.0,0.279
ruby,2008-08-01 13:38:27.133,2013-03,2537.36,3.21,1.7,105246,High,35.0,0.2646
amazon-web-services,2008-08-27 15:31:27.517,2020-07,2565.7,2.22,1.22,104599,High,36.0,0.2629
ajax,2008-08-04 17:53:32.500,2014-03,2430.97,1.3,1.42,104261,High,37.0,0.2621
regex,2008-08-04 13:47:10.547,2015-07,3183.84,2.2,1.84,103822,High,38.0,0.261
asp.net-mvc,2008-08-06 21:43:33.923,2014-03,3145.99,2.29,1.47,102520,High,39.0,0.2577
objective-c,2008-08-12 15:31:40.200,2012-08,2300.36,2.61,1.64,102033,High,40.0,0.2565
laravel,2011-08-24 08:32:58.560,2020-04,2572.6,1.27,1.35,100706,High,41.0,0.2532
vba,2008-08-22 13:24:24.697,2017-07,2974.28,0.75,1.36,98936,High,42.0,0.2487
bash,2008-08-11 10:40:41.363,2017-03,5115.96,4.4,1.78,94170,High,43.0,0.2367
mongodb,2008-09-08 20:16:16.717,2020-04,2358.93,1.92,1.17,93666,High,44.0,0.2355
database,2008-08-01 14:19:52.510,2014-03,3023.14,2.06,1.55,92980,High,45.0,0.2337
wordpress,2008-08-17 16:35:15.920,2014-03,1510.45,0.62,1.2,92571,High,46.0,0.2327
xml,2008-08-01 15:50:08.537,2014-03,2358.2,1.51,1.39,92125,High,47.0,0.2316
azure,2008-11-11 04:49:21.883,2020-04,1667.1,1.3,1.24,91098,High,48.0,0.229
windows,2008-08-01 15:22:29.467,2014-03,6120.32,3.48,1.49,87908,High,49.0,0.221
scala,2008-09-10 13:15:29.083,2016-11,2050.75,2.78,1.41,87653,High,50.0,0.2203
postgresql,2008-08-03 17:44:07.450,2020-07,3622.56,2.64,1.24,85961,High,51.0,0.2161
vb.net,2008-08-01 12:43:11.503,2014-03,2489.51,0.89,1.35,85336,High,52.0,0.2145
docker,2010-01-11 09:18:17.610,2020-05,5123.99,4.25,1.24,83439,High,53.0,0.2097
spring,2008-09-11 18:43:19.940,2017-06,3718.12,2.02,1.24,81726,High,54.0,0.2054
dataframe,2009-07-23 03:33:18.410,2022-03,3905.48,2.47,1.47,79458,High,55.0,0.1997
powershell,2008-08-05 18:01:32.547,2019-05,3942.44,1.89,1.33,78949,High,56.0,0.1985
react-native,2015-03-26 19:32:40.943,2020-05,2759.12,1.99,1.24,75634,High,57.0,0.1901
